-DOCSTART- -X- -X- O
the DT DT O
surety NN NN O
is VBZ VBZ O
concerned VBN VBN O
and CC CC O
they PRP PRP O
have VBP VBP O
become VBN VBN O
proceedings NNS NNS O
in IN IN O
which WDT WDT O
an DT DT O
order NN NN O
in IN IN O
the DT DT O
nature NN NN O
of IN IN O
a DT DT O
money NN NN O
decree NN NN O
can MD MD O
be VB VB O
passed VBN VBN O
. . . O
In IN IN O
other JJ JJ O
words NNS NNS O
in IN IN O
a DT DT O
case NN NN O
where WRB WRB O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
has VBZ VBZ O
obtained VBN VBN O
a DT DT O
loan NN NN O
from IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
without IN IN O
furnishing VBG VBG O
the DT DT O
security NN NN O
of IN IN O
property NN NN O
on IN IN O
the DT DT O
basis NN NN O
of IN IN O
a DT DT O
personal JJ JJ O
guarantee NN NN O

they PRP PRP O
have VBP VBP O
become VBN VBN O
proceedings NNS NNS O
in IN IN O
which WDT WDT O
an DT DT O
order NN NN O
in IN IN O
the DT DT O
nature NN NN O
of IN IN O
a DT DT O
money NN NN O
decree NN NN O
can MD MD O
be VB VB O
passed VBN VBN O
. . . O
In IN IN O
other JJ JJ O
words NNS NNS O
in IN IN O
a DT DT O
case NN NN O
where WRB WRB O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
has VBZ VBZ O
obtained VBN VBN O
a DT DT O
loan NN NN O
from IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
without IN IN O
furnishing VBG VBG O
the DT DT O
security NN NN O
of IN IN O
property NN NN O
on IN IN O
the DT DT O
basis NN NN O
of IN IN O
a DT DT O
personal JJ JJ O
guarantee NN NN O
given VBN VBN O
by IN IN O
the DT DT O
surety NN NN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
will MD MD O
have VB VB O
to TO TO O
proceed VB VB O
against IN IN O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
by IN IN O
instituting VBG VBG O
a DT DT O
regular JJ JJ O
suit NN NN O
for IN IN O
recovery NN NN O
of IN IN O
the DT DT O
dues NNS NNS O
whereas IN IN O
it PRP PRP O
can MD MD O
proceed VB VB O
against IN IN O
the DT DT O
surety NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . O
It PRP PRP O
means VBZ VBZ O
that IN IN O
as IN IN O
compared VBN VBN O
to TO TO O
the DT DT O
principal JJ JJ O
debtor NN NN O

given VBN VBN O
by IN IN O
the DT DT O
surety NN NN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
will MD MD O
have VB VB O
to TO TO O
proceed VB VB O
against IN IN O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
by IN IN O
instituting VBG VBG O
a DT DT O
regular JJ JJ O
suit NN NN O
for IN IN O
recovery NN NN O
of IN IN O
the DT DT O
dues NNS NNS O
whereas IN IN O
it PRP PRP O
can MD MD O
proceed VB VB O
against IN IN O
the DT DT O
surety NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . O
It PRP PRP O
means VBZ VBZ O
that IN IN O
as IN IN O
compared VBN VBN O
to TO TO O
the DT DT O
principal JJ JJ O
debtor NN NN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
vis-a-vis JJ JJ O
the DT DT O
surety NN NN O
has VBZ VBZ O
been VBN VBN O
placed VBN VBN O
on IN IN O
a DT DT O
more RBR RBR O
advantageous JJ JJ O
position NN NN O
. . . O
It PRP PRP O
may MD MD O
however RB RB O
be VB VB O
mentioned VBN VBN O
that IN IN O
under IN IN O
the DT DT O
common JJ JJ O
law NN NN O
which WDT WDT O
finds VBZ VBZ O
re-enactment JJ JJ O
in IN IN O
Section NN NN O
128 CD CD O
of IN IN O
the DT DT O
Indian JJ JJ O
Contract NNP NNP O
Act NNP NNP O
1872 CD CD O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
is VBZ VBZ O
coextensive JJ JJ O
with IN IN O
that DT DT O
of IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
unless IN IN O

the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
vis-a-vis JJ JJ O
the DT DT O
surety NN NN O
has VBZ VBZ O
been VBN VBN O
placed VBN VBN O
on IN IN O
a DT DT O
more RBR RBR O
advantageous JJ JJ O
position NN NN O
. . . O
It PRP PRP O
may MD MD O
however RB RB O
be VB VB O
mentioned VBN VBN O
that IN IN O
under IN IN O
the DT DT O
common JJ JJ O
law NN NN O
which WDT WDT O
finds VBZ VBZ O
re-enactment JJ JJ O
in IN IN O
Section NN NN O
128 CD CD O
of IN IN O
the DT DT O
Indian JJ JJ O
Contract NNP NNP O
Act NNP NNP O
1872 CD CD O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
is VBZ VBZ O
coextensive JJ JJ O
with IN IN O
that DT DT O
of IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
unless IN IN O
it PRP PRP O
is VBZ VBZ O
otherwise RB RB O
provided VBN VBN O
by IN IN O
the DT DT O
contract NN NN O
. . . O
It PRP PRP O
means VBZ VBZ O
that IN IN O
the DT DT O
liability NN NN O
must MD MD O
be VB VB O
proved VBN VBN O
against IN IN O
the DT DT O
surety NN NN O
in IN IN O
the DT DT O
same JJ JJ O
way NN NN O
as IN IN O
against IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
. . . O
Thus RB RB O
under IN IN O
the DT DT O
general JJ JJ O
law NN NN O
the DT DT O
surety NN NN O
stands VBZ VBZ O
on IN IN O
the DT DT O
same JJ JJ O
footing NN NN O
as IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
. . . O
These DT DT O
submissions NNS NNS O
raise VBP VBP O
the DT DT O
question NN NN O
: : : O
can MD MD O

it PRP PRP O
is VBZ VBZ O
otherwise RB RB O
provided VBN VBN O
by IN IN O
the DT DT O
contract NN NN O
. . . O
It PRP PRP O
means VBZ VBZ O
that IN IN O
the DT DT O
liability NN NN O
must MD MD O
be VB VB O
proved VBN VBN O
against IN IN O
the DT DT O
surety NN NN O
in IN IN O
the DT DT O
same JJ JJ O
way NN NN O
as IN IN O
against IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
. . . O
Thus RB RB O
under IN IN O
the DT DT O
general JJ JJ O
law NN NN O
the DT DT O
surety NN NN O
stands VBZ VBZ O
on IN IN O
the DT DT O
same JJ JJ O
footing NN NN O
as IN IN O
the DT DT O
principal JJ JJ O
debtor NN NN O
. . . O
These DT DT O
submissions NNS NNS O
raise VBP VBP O
the DT DT O
question NN NN O
: : : O
can MD MD O
the DT DT O
legislature NN NN O
be VB VB O
attributed VBN VBN O
the DT DT O
intention NN NN O
to TO TO O
alter VB VB O
the DT DT O
existing VBG VBG O
law NN NN O
so RB RB O
as IN IN O
to TO TO O
bring VB VB O
about IN IN O
a DT DT O
change NN NN O
in IN IN O
the DT DT O
nature NN NN O
of IN IN O
proceedings NNS NNS O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
and CC CC O
also RB RB O
to TO TO O
alter VB VB O
the DT DT O
general JJ JJ O
law NN NN O
relating VBG VBG O
to TO TO O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
? . . O
I PRP PRP O
find VBP VBP O

the DT DT O
legislature NN NN O
be VB VB O
attributed VBN VBN O
the DT DT O
intention NN NN O
to TO TO O
alter VB VB O
the DT DT O
existing VBG VBG O
law NN NN O
so RB RB O
as IN IN O
to TO TO O
bring VB VB O
about IN IN O
a DT DT O
change NN NN O
in IN IN O
the DT DT O
nature NN NN O
of IN IN O
proceedings NNS NNS O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
and CC CC O
also RB RB O
to TO TO O
alter VB VB O
the DT DT O
general JJ JJ O
law NN NN O
relating VBG VBG O
to TO TO O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
? . . O
I PRP PRP O
find VBP VBP O
it PRP PRP O
difficult JJ JJ O
to TO TO O
answer VB VB O
this DT DT O
question NN NN O
in IN IN O
the DT DT O
affirmative JJ JJ O
. . . O
In IN IN O
the DT DT O
matter NN NN O
of IN IN O
interpretation NN NN O
of IN IN O
statutes NNS NNS O
a DT DT O
principle NN NN O
which WDT WDT O
is VBZ VBZ O
well-recognised JJ JJ O
in IN IN O
England NNP NNP O
is VBZ VBZ O
: : : O
' POS POS O
it PRP PRP O
is VBZ VBZ O
thought VBN VBN O
to TO TO O
be VB VB O
in IN IN O
the DT DT O
highest JJS JJS O
degree NN NN O
improbable JJ JJ O
that IN IN O
Parliament NNP NNP O
would MD MD O
depart VB VB O
from IN IN O
the DT DT O
general JJ JJ O
system NN NN O
of IN IN O
law NN NN O
without IN IN O
expressing VBG VBG O
its PRP$ PRP$ O
intention NN NN O
with IN IN O

it PRP PRP O
difficult JJ JJ O
to TO TO O
answer VB VB O
this DT DT O
question NN NN O
in IN IN O
the DT DT O
affirmative JJ JJ O
. . . O
In IN IN O
the DT DT O
matter NN NN O
of IN IN O
interpretation NN NN O
of IN IN O
statutes NNS NNS O
a DT DT O
principle NN NN O
which WDT WDT O
is VBZ VBZ O
well-recognised JJ JJ O
in IN IN O
England NNP NNP O
is VBZ VBZ O
: : : O
' POS POS O
it PRP PRP O
is VBZ VBZ O
thought VBN VBN O
to TO TO O
be VB VB O
in IN IN O
the DT DT O
highest JJS JJS O
degree NN NN O
improbable JJ JJ O
that IN IN O
Parliament NNP NNP O
would MD MD O
depart VB VB O
from IN IN O
the DT DT O
general JJ JJ O
system NN NN O
of IN IN O
law NN NN O
without IN IN O
expressing VBG VBG O
its PRP$ PRP$ O
intention NN NN O
with IN IN O
irresistible JJ JJ O
clearness NNS NNS O
and CC CC O
to TO TO O
give VB VB O
any DT DT O
such JJ JJ O
effect NN NN O
to TO TO O
general JJ JJ O
words NNS NNS O
merely RB RB O
because IN IN O
this DT DT O
would MD MD O
be VB VB O
their PRP$ PRP$ O
widest JJS JJS O
usual JJ JJ O
natural JJ JJ O
or CC CC O
literal JJ JJ O
meaning NN NN O
would MD MD O
be VB VB O
to TO TO O
place VB VB O
on IN IN O
them PRP PRP O
a DT DT O
construction NN NN O
other JJ JJ O
than IN IN O
that DT DT O
which WDT WDT O
Parliament NNP NNP O
must MD MD O
be VB VB O
supposed VBN VBN O
to TO TO O
have VB VB O
intended VBN VBN O
'. NNP NNP O
( ( ( O
See VB VB O
: : : O
Maxwell NNP NNP O
) ) ) O
on IN IN O
The DT DT O
Interpretation NN NN O
of IN IN O
Statutes NNP NNP O
12th CD CD O

irresistible JJ JJ O
clearness NNS NNS O
and CC CC O
to TO TO O
give VB VB O
any DT DT O
such JJ JJ O
effect NN NN O
to TO TO O
general JJ JJ O
words NNS NNS O
merely RB RB O
because IN IN O
this DT DT O
would MD MD O
be VB VB O
their PRP$ PRP$ O
widest JJS JJS O
usual JJ JJ O
natural JJ JJ O
or CC CC O
literal JJ JJ O
meaning NN NN O
would MD MD O
be VB VB O
to TO TO O
place VB VB O
on IN IN O
them PRP PRP O
a DT DT O
construction NN NN O
other JJ JJ O
than IN IN O
that DT DT O
which WDT WDT O
Parliament NNP NNP O
must MD MD O
be VB VB O
supposed VBN VBN O
to TO TO O
have VB VB O
intended VBN VBN O
'. POS POS O
( ( ( O
See VB VB O
: : : O
Maxwell NNP NNP O
) ) ) O
on IN IN O
The DT DT O
Interpretation NN NN O
of IN IN O
Statutes NNP NNP O
12th CD CD O
Edition NNP NNP O
p NN NN O
. . . O
116 CD CD O
). NN NN O
In IN IN O
Minet NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Lemon NNP NNP I-CC
( ( ( I-CC
1855 CD CD I-CC
) ) ) I-CC
20 CD CD I-CC
Beav NNP NNP O
269 CD CD O
Sir NNP NNP O
John NNP NNP O
Romilly NNP NNP O
M NNP NNP O
. . . O
R NN NN O
. . . O
stated VBN VBN O
as IN IN O
a DT DT O
principle NN NN O
of IN IN O
construction NN NN O
which WDT WDT O
could MD MD O
not RB RB O
be VB VB O
disputed VBN VBN O
that IN IN O
' VBZ VBZ O
the DT DT O
general JJ JJ O
words NNS NNS O
of IN IN O
the DT DT O
Act NNP NNP O
are VBP VBP O
not RB RB O
to TO TO O
be VB VB O
so RB RB O
construed VBN VBN O
as IN IN O
to TO TO O
alter VB VB O
the DT DT O
previous JJ JJ O
policy NN NN O
of IN IN O
the DT DT O
law NN NN O
unless IN IN O

Edition NNP NNP O
p NN NN O
. . . O
116 CD CD O
). NN NN O
In IN IN O
inet NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Lemon NNP NNP I-CC
( ( ( I-CC
1855 CD CD I-CC
) ) ) I-CC
20 CD CD I-CC
Beav NNP NNP O
269 CD CD O
Sir NNP NNP O
John NNP NNP O
Romilly NNP NNP O
M NNP NNP O
. . . O
R NN NN O
. . . O
stated VBN VBN O
as IN IN O
a DT DT O
principle NN NN O
of IN IN O
construction NN NN O
which WDT WDT O
could MD MD O
not RB RB O
be VB VB O
disputed VBN VBN O
that IN IN O
' VBZ VBZ O
the DT DT O
general JJ JJ O
words NNS NNS O
of IN IN O
the DT DT O
Act NNP NNP O
are VBP VBP O
not RB RB O
to TO TO O
be VB VB O
so RB RB O
construed VBN VBN O
as IN IN O
to TO TO O
alter VB VB O
the DT DT O
previous JJ JJ O
policy NN NN O
of IN IN O
the DT DT O
law NN NN O
unless IN IN O
no DT DT O
sense NN NN O
or CC CC O
meaning VBG VBG O
can MD MD O
be VB VB O
applied VBN VBN O
to TO TO O
those DT DT O
words NNS NNS O
consistently RB RB O
with IN IN O
the DT DT O
intention NN NN O
of IN IN O
preserving VBG VBG O
the DT DT O
existing VBG VBG O
policy NN NN O
untouched JJ JJ O
'. PRP PRP O
In IN IN O
this DT DT O
context NN NN O
it PRP PRP O
would MD MD O
be VB VB O
of IN IN O
relevance NN NN O
to TO TO O
take VB VB O
note NN NN O
of IN IN O
the DT DT O
decision NN NN O
of IN IN O
this DT DT O
Court NNP NNP O
in IN IN O
M NNP NNP I-CC
. . . I-CC
K NNP NNP I-CC
. . . I-CC
Ranganathan NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Government NNP NNP I-CC
of IN IN I-CC
Madras NNP NNP I-CC
( ( ( I-CC
1955 CD CD I-CC
) ) ) I-CC
2 CD CD I-CC
SCR NNP NNP I-CC
374 CD CD O
: : : O

no DT DT O
sense NN NN O
or CC CC O
meaning VBG VBG O
can MD MD O
be VB VB O
applied VBN VBN O
to TO TO O
those DT DT O
words NNS NNS O
consistently RB RB O
with IN IN O
the DT DT O
intention NN NN O
of IN IN O
preserving VBG VBG O
the DT DT O
existing VBG VBG O
policy NN NN O
untouched JJ JJ O
'. . . O
In IN IN O
this DT DT O
context NN NN O
it PRP PRP O
would MD MD O
be VB VB O
of IN IN O
relevance NN NN O
to TO TO O
take VB VB O
note NN NN O
of IN IN O
the DT DT O
decision NN NN O
of IN IN O
this DT DT O
Court NNP NNP O
in IN IN O
M NNP NNP I-CC
. . . I-CC
K NNP NNP I-CC
. . . I-CC
Ranganathan NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Government NNP NNP I-CC
of IN IN I-CC
Madras NNP NNP I-CC
( ( ( I-CC
1955 CD CD I-CC
) ) ) I-CC
2 CD CD I-CC
SCR NNP NNP I-CC
374 CD CD O
: : : O
( ( ( O
AIR NNP NNP O
1955 CD CD O
SC NNP NNP O
604 CD CD O
). NN NN O
In IN IN O
that DT DT O
case NN NN O
this DT DT O
Court NNP NNP O
was VBD VBD O
required VBN VBN O
to TO TO O
construe VB VB O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
any DT DT O
sale NN NN O
held VBN VBN O
without IN IN O
leave NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
of IN IN O
any DT DT O
of IN IN O
the DT DT O
properties NNS NNS O
of IN IN O
the DT DT O
Company NN NN O
' '' '' O
which WDT WDT O
were VBD VBD O
added VBN VBN O
in IN IN O
S NNP NNP O
. . . O
232(1 CD CD O
) ) ) O
of IN IN O
the DT DT O
Indian JJ JJ O
Companies NNS NNS O
Act NNP NNP O
1913 CD CD O
by IN IN O
Act NNP NNP O
22 CD CD O
of IN IN O
1936 CD CD O
. . . O
The DT DT O

( ( ( O
AIR NNP NNP O
1955 CD CD O
SC NNP NNP O
604 CD CD O
). NN NN O
In IN IN O
that DT DT O
case NN NN O
this DT DT O
Court NNP NNP O
was VBD VBD O
required VBN VBN O
to TO TO O
construe VB VB O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
any DT DT O
sale NN NN O
held VBN VBN O
without IN IN O
leave NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
of IN IN O
any DT DT O
of IN IN O
the DT DT O
properties NNS NNS O
of IN IN O
the DT DT O
Company NN NN O
' '' '' O
which WDT WDT O
were VBD VBD O
added VBN VBN O
in IN IN O
S NNP NNP O
. . . O
232(1 CD CD O
) ) ) O
of IN IN O
the DT DT O
Indian JJ JJ O
Companies NNS NNS O
Act NNP NNP O
1913 CD CD O
by IN IN O
Act NNP NNP O
22 CD CD O
of IN IN O
1936 CD CD O
. . . O
The DT DT O
said VBD VBD O
amendment NN NN O
was VBD VBD O
introduced VBN VBN O
with IN IN O
a DT DT O
view NN NN O
to TO TO O
get VB VB O
over IN IN O
the DT DT O
decision NN NN O
of IN IN O
the DT DT O
Allahabad NNP NNP I-CC
High NNP NNP I-CC
Court NNP NNP I-CC
in IN IN I-CC
Kayastha NNP NNP I-CC
Training NNP NNP I-CC
and CC CC I-CC
Banking NNP NNP I-CC
Corpn NNP NNP I-CC
. . . I-CC
Ltd NNP NNP I-CC
. . . I-CC
v NN NN I-CC
. . . I-CC
Sat NNP NNP I-CC
Narain NNP NNP I-CC
Singh NNP NNP I-CC
( ( ( I-CC
1921 CD CD I-CC
) ) ) I-CC
ILR NNP NNP I-CC
43 CD CD I-CC
All DT DT O
433 CD CD O
: : : O
( ( ( O
AIR NNP NNP O
1921 CD CD O
All DT DT O
149 CD CD O
). NN NN O
The DT DT O
question NN NN O
was VBD VBD O
whether IN IN O
the DT DT O
words NNS NNS O
which WDT WDT O
had VBD VBD O
been VBN VBN O
added VBN VBN O
refer VB VB O
only RB RB O

said VBD VBD O
amendment NN NN O
was VBD VBD O
introduced VBN VBN O
with IN IN O
a DT DT O
view NN NN O
to TO TO O
get VB VB O
over IN IN O
the DT DT O
decision NN NN O
of IN IN O
the DT DT O
Allahabad NNP NNP I-CC
High NNP NNP I-CC
Court NNP NNP I-CC
in IN IN I-CC
Kayastha NNP NNP I-CC
Training NNP NNP I-CC
and CC CC I-CC
Banking NNP NNP I-CC
Corpn NNP NNP I-CC
. . . I-CC
Ltd NNP NNP I-CC
. . . I-CC
v NN NN I-CC
. . . I-CC
Sat NNP NNP I-CC
Narain NNP NNP I-CC
Singh NNP NNP I-CC
( ( ( I-CC
1921 CD CD I-CC
) ) ) I-CC
ILR NNP NNP I-CC
43 CD CD I-CC
All DT DT O
433 CD CD O
: : : O
( ( ( O
AIR NNP NNP O
1921 CD CD O
All DT DT O
149 CD CD O
). NN NN O
The DT DT O
question NN NN O
was VBD VBD O
whether IN IN O
the DT DT O
words NNS NNS O
which WDT WDT O
had VBD VBD O
been VBN VBN O
added VBN VBN O
refer VB VB O
only RB RB O
to TO TO O
sales NNS NNS O
held VBN VBN O
through IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
or CC CC O
whether IN IN O
they PRP PRP O
included VBD VBD O
the DT DT O
sales NNS NNS O
effected VBN VBN O
by IN IN O
the DT DT O
secured JJ JJ O
creditors NNS NNS O
outside IN IN O
the DT DT O
winding VBG VBG O
up RP RP O
and CC CC O
without IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
This DT DT O
Court NNP NNP O
held VBD VBD O
that IN IN O
the DT DT O
said VBD VBD O
words NNS NNS O
referred VBD VBD O
only RB RB O
to TO TO O
sales NNS NNS O
held VBN VBN O
through IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
and CC CC O

to TO TO O
sales NNS NNS O
held VBN VBN O
through IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
or CC CC O
whether IN IN O
they PRP PRP O
included VBD VBD O
the DT DT O
sales NNS NNS O
effected VBN VBN O
by IN IN O
the DT DT O
secured JJ JJ O
creditors NNS NNS O
outside IN IN O
the DT DT O
winding VBG VBG O
up RP RP O
and CC CC O
without IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
This DT DT O
Court NNP NNP O
held VBD VBD O
that IN IN O
the DT DT O
said VBD VBD O
words NNS NNS O
referred VBD VBD O
only RB RB O
to TO TO O
sales NNS NNS O
held VBN VBN O
through IN IN O
the DT DT O
intervention NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
and CC CC O
that IN IN O
the DT DT O
amendments NNS NNS O
whereby VBP VBP O
these DT DT O
words NNS NNS O
were VBD VBD O
introduced VBN VBN O
were VBD VBD O
not RB RB O
intended VBN VBN O
to TO TO O
bring VB VB O
within IN IN O
the DT DT O
sweep NN NN O
of IN IN O
the DT DT O
general JJ JJ O
words NNS NNS O
' POS POS O
sales NNS NNS O
effected VBN VBN O
by IN IN O
the DT DT O
secured JJ JJ O
creditors NNS NNS O
outside IN IN O
the DT DT O
winding VBG VBG O
up RP RP O
'. POS POS O
In IN IN O
order NN NN O
to TO TO O
arrive VB VB O
at IN IN O
this DT DT O
conclusion NN NN O
this DT DT O
Court NNP NNP O
placed VBD VBD O
reliance NN NN O
on IN IN O
the DT DT O
principle NN NN O
of IN IN O
interpretation NN NN O
referred VBD VBD O
to TO TO O
above VB VB O
and CC CC O

that IN IN O
the DT DT O
amendments NNS NNS O
whereby VBP VBP O
these DT DT O
words NNS NNS O
were VBD VBD O
introduced VBN VBN O
were VBD VBD O
not RB RB O
intended VBN VBN O
to TO TO O
bring VB VB O
within IN IN O
the DT DT O
sweep NN NN O
of IN IN O
the DT DT O
general JJ JJ O
words NNS NNS O
' POS POS O
sales NNS NNS O
effected VBN VBN O
by IN IN O
the DT DT O
secured JJ JJ O
creditors NNS NNS O
outside IN IN O
the DT DT O
winding VBG VBG O
up RP RP O
'. POS POS O
In IN IN O
order NN NN O
to TO TO O
arrive VB VB O
at IN IN O
this DT DT O
conclusion NN NN O
this DT DT O
Court NNP NNP O
placed VBD VBD O
reliance NN NN O
on IN IN O
the DT DT O
principle NN NN O
of IN IN O
interpretation NN NN O
referred VBD VBD O
to TO TO O
above VB VB O
and CC CC O
it PRP PRP O
was VBD VBD O
observed VBN VBN O
: : : O
'' PRP PRP O
If IN IN O
the DT DT O
construction NN NN O
sought VBN VBN O
to TO TO O
be VB VB O
put VBN VBN O
upon IN IN O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
any DT DT O
sale NN NN O
held VBN VBN O
without IN IN O
leave NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
of IN IN O
any DT DT O
of IN IN O
the DT DT O
properties NNS NNS O
' POS POS O
by IN IN O
the DT DT O
appellants NNS NNS O
were VBD VBD O
accepted VBN VBN O
it PRP PRP O
would MD MD O
effect NN NN O
a DT DT O
fundamental JJ JJ O
alteration NN NN O
in IN IN O
the DT DT O
law NN NN O
as IN IN O
it PRP PRP O
stood VBD VBD O
before IN IN O
the DT DT O
amendment NN NN O
was VBD VBD O
inserted VBN VBN O

it PRP PRP O
was VBD VBD O
observed VBN VBN O
: : : O
'' PRP PRP O
If IN IN O
the DT DT O
construction NN NN O
sought VBN VBN O
to TO TO O
be VB VB O
put VBN VBN O
upon IN IN O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
any DT DT O
sale NN NN O
held VBN VBN O
without IN IN O
leave NN NN O
of IN IN O
the DT DT O
Court NNP NNP O
of IN IN O
any DT DT O
of IN IN O
the DT DT O
properties NNS NNS O
' POS POS O
by IN IN O
the DT DT O
appellants NNS NNS O
were VBD VBD O
accepted VBN VBN O
it PRP PRP O
would MD MD O
effect NN NN O
a DT DT O
fundamental JJ JJ O
alteration NN NN O
in IN IN O
the DT DT O
law NN NN O
as IN IN O
it PRP PRP O
stood VBD VBD O
before IN IN O
the DT DT O
amendment NN NN O
was VBD VBD O
inserted VBN VBN O
in IN IN O
Section NN NN O
232 CD CD O
by IN IN O
Act NNP NNP O
XXII NNP NNP O
of IN IN O
1936 CD CD O
. . . O
Whereas IN IN O
before IN IN O
the DT DT O
amendment NN NN O
the DT DT O
secured JJ JJ O
creditor NN NN O
stood VBD VBD O
outside IN IN O
the DT DT O
winding VBG VBG O
up RP RP O
and CC CC O
could MD MD O
if IN IN O
the DT DT O
mortgage NN NN O
deed NN NN O
so RB RB O
provided VBD VBD O
